"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"AZIN2" 54.1603354796188 -0.871383223676128 0.494542422640329 -1.76199893837999 0.0780694768490152 0.440373545193682
"B2M" 37710.4514609873 0.0313336844699208 0.0493086974072203 0.635459586594811 0.525128716316547 0.935283040824809
"B2M_1" 6445.49121404601 0.525201402670254 0.477514676399022 1.09986442014901 0.271391199029192 0.797393256817164
"B3GALNT1" 358.300214155235 -0.182914243183807 0.228668062509067 -0.799911632506855 0.423761997609093 0.895786021090729
"B3GALNT2" 1098.48689651154 -0.552345386814903 0.438379449153331 -1.25997098605257 0.207679828992814 0.714417132534221
"B3GALNT2_1" 729.252594002506 0.81250431746374 1.2900462407617 0.629825731660599 0.528808608331299 0.935915900688489
"B3GALT1" 56.6082591841494 -0.105987253837071 0.451929237748777 -0.234521790103759 0.814579918762071 0.991105008386124
"B3GALT2" 10.4061973009704 -0.592013479583108 1.08951904865068 -0.543371389712083 0.586874120239687 0.953399018576396
"B3GALT4" 1.24003043813416 -0.476349544678188 2.69411480306597 -0.176811153012519 0.859656728245397 NA
"B3GALT4_1" 1.24003043813416 -0.476349544678188 2.69411480306597 -0.176811153012519 0.859656728245397 NA
"B3GALT4_2" 1.24003043813416 -0.476349544678188 2.69411480306597 -0.176811153012519 0.859656728245397 NA
"B3GALT4_3" 1.24003043813416 -0.476349544678188 2.69411480306597 -0.176811153012519 0.859656728245397 NA
"B3GALT4_4" 0.759963009239089 1.10878518747198 3.70157756868995 0.299543955758409 0.764525038841122 NA
"B3GALT5" 8.32841155234197 -0.103927164868355 1.14567570533616 -0.090712550143377 0.927720998176445 NA
"B3GALT6" 2198.91771990191 0.124081669403548 0.0850601210985727 1.45875255996585 0.14463322401607 0.60519122931758
"B3GALT9" 170.119542535058 -0.513007740050083 0.265813498279254 -1.92995368320662 0.0536125768859199 0.360257868820552
"B3GAT1" 6.93118212514219 0.702563727484427 1.24028168950302 0.566454970214018 0.571084535526414 NA
"B3GAT2" 15.9065018948142 -1.08253504217901 0.840966017134618 -1.28725182721114 0.198006528186941 0.697790608909797
"B3GAT3" 1401.65027900495 0.195185446349277 0.097618621073529 1.99946940658236 0.0455575888073983 0.32865088057137
"B3GLCT" 698.932096941822 -0.0254801900059781 0.133997373695389 -0.190154398577253 0.849188143736497 0.991647593259926
"B3GNT2" 510.686585866166 -0.127561326203269 0.156233573743411 -0.816478322468437 0.414226616850766 0.892332582234655
"B3GNT3" 2.42283916551122 0.0400758805193524 2.10605791120391 0.0190288597033134 0.984818082860949 NA
"B3GNT4" 51.1069848821647 -0.0721470537442527 0.473775340257521 -0.152281150186156 0.878965191496218 0.995544892111965
"B3GNT5" 272.462717910616 1.20318516630973 0.232645549101994 5.17175235440349 2.31908805282114e-07 1.10350891853329e-05
"B3GNT6" 1.89765838003905 -0.0129179367449992 2.60956511743137 -0.00495022586664345 0.996050307339554 NA
"B3GNT7" 5.38457284349337 -0.45825309010891 1.3920128424843 -0.329201768922673 0.74200318598272 NA
"B3GNT8" 7.18085763895907 -1.50284168224658 1.30051119460313 -1.15557765937201 0.247853950428517 NA
"B3GNT9" 781.771102240356 -0.123557680519944 0.126384574729191 -0.977632601009229 0.328256067286404 0.845708331726879
"B3GNTL1" 212.254001597157 -0.357674142252207 0.231750255897759 -1.54336029044128 0.122743382789966 0.559924300382376
"B3GNTL1_1" 16.047954637218 -0.135842849282225 0.823655422947945 -0.164926795231955 0.869001601653498 0.994991880368114
"B4GALNT1" 3247.6128716747 0.11293376865091 0.0724586953774672 1.55859511494917 0.11909223998444 0.550616485949841
"B4GALNT2" 16.8627807798322 0.165982372655718 0.824798337012274 0.201239945823567 0.840510958092779 0.991362019186515
"B4GALNT3" 8.19221030061876 -2.48041169726793 1.30322154920278 -1.90329242083611 0.0570023992715575 NA
"B4GALNT4" 1135.57487214213 -0.246200891803664 0.105102881616012 -2.34247518258488 0.0191563079395426 0.188512413701503
"B4GALT1" 55619.7932099309 0.367587390860504 0.0430886141513462 8.53096341342925 1.45133934472923e-17 1.6301409767921e-15
"B4GALT1-AS1" 68.5190708408043 0.251031700526005 0.446153080920061 0.562658224859335 0.573667635909584 0.949803725353571
"B4GALT2" 4808.84031136964 0.122112591563234 0.0756743289225331 1.61365939152549 0.106601326754889 0.520715810765536
"B4GALT3" 2446.82958175574 -0.0599087124408645 0.0763179680382805 -0.784988305910015 0.432460425007488 0.897575520440702
"B4GALT4" 1040.40800430516 0.106895205658133 0.141920484729909 0.753204908097424 0.451326790440439 0.904010602853172
"B4GALT4-AS1" 2.05035829463098 0.165357413194979 2.23921667648036 0.0738460975803783 0.941132846566953 NA
"B4GALT5" 7000.68504235661 0.174426819864656 0.0551777608401126 3.16117974359433 0.00157131502875696 0.0288009820119125
"B4GALT6" 127.399065874591 0.119577413442476 0.298603489589128 0.400455512449006 0.688821044087268 0.97282942837356
"B4GALT7" 916.02739667249 -0.124688585333586 0.116467953571701 -1.07058277843634 0.28435707034326 0.809414209807196
"B4GAT1" 1029.17170241337 -0.145409763291331 0.11293759303222 -1.28752313014008 0.197912012917313 0.69774304374156
"B4GAT1-DT" 1.71088242614784 4.26718343760139 3.76196285122419 1.13429706947074 0.256669958023525 NA
"B9D1" 508.212974071102 -0.13087272553648 0.1677617082413 -0.78011083046579 0.435325642064197 0.899143216379869
"B9D2" 197.571472401059 0.141248850541013 0.238631928383309 0.591910946275923 0.553910223405197 0.945317279678887
"BAALC" 4.92293550800475 -1.11470174800704 1.46756810210163 -0.759557083865978 0.447519380252321 NA
"BAALC-AS1" 3.73326991712831 -1.30318882354603 1.73581808286823 -0.750763479426752 0.45279501195506 NA
"BAALC-AS2" 0.525715909745093 0.207046731276345 4.97312396576782 0.0416331329565758 0.96679115985185 NA
"BAAT" 3.4524120656671 5.28361803358683 2.39880005775646 2.20260876537099 0.0276223355840222 NA
"BAAT_1" 2.16351417566533 -4.50804261561724 2.80107154000979 -1.60939931423582 0.10752905514753 NA
"BABAM1" 5378.11687603748 0.147869104274741 0.0752358155445099 1.96540840561848 0.0493669873995996 0.34368318182806
"BABAM2" 1092.38089751422 0.124572860849663 0.107799820760821 1.15559432261077 0.247847131351166 0.773031761474519
"BABAM2-AS1" 96.4478980244547 -1.54960532994199 0.356411927042594 -4.34779313588123 1.37514211613067e-05 0.000470201248522628
"BACE1" 3873.53172683131 0.00399131381896843 0.0653088483565078 0.0611144419080958 0.951268067670872 0.996035959224712
"BACE1-AS" 23.3686506320258 -0.148900729288633 0.731760800221622 -0.203482790064099 0.838757695842882 0.991362019186515
"BACE2" 695.253383257995 0.13317897717729 0.157411887389034 0.846054128352749 0.397522548983913 0.883598535402801
"BACH1" 1221.55084752454 0.271588874916423 0.134941890738045 2.01263576070416 0.0441529619964963 0.322370019958546
"BACH1-IT2" 13.7003409173824 -0.0413483909192703 0.919460988381417 -0.0449702504421187 0.964131021663256 0.996270432534758
"BACH1-IT3" 1.29146553393772 -0.368262979803139 3.0043123704314 -0.122578125839245 0.902441176847999 NA
"BACH2" 57.0246738485555 0.137219778431364 0.439151497276071 0.31246569642253 0.754686629157359 0.984993425652582
"BAD" 1776.66953425085 0.128070838285389 0.0960696091258357 1.33310460457517 0.18249747853431 0.671713630376268
"BAG1" 11295.1391272227 0.0170568870240889 0.074055125045118 0.230326895183784 0.817837763022887 0.991105008386124
"BAG2" 4025.77532129666 -0.0295807186436063 0.0707429316469188 -0.418143805394509 0.67584197882866 0.971442822464437
"BAG3" 3532.78579983604 0.00838640968271812 0.0878388449065227 0.095474954066653 0.923937583127585 0.995544892111965
"BAG4" 1397.35620476374 0.0267835433517828 0.0977039710330599 0.274129526861503 0.783985083488122 0.989976336471964
"BAG5" 2550.84618783559 0.030135847428472 0.0803858212655024 0.374890085764475 0.707742212675811 0.974644395573428
"BAG6" 2.16491048193015 3.01242335720165 2.68170188982263 1.12332521695799 0.261299397767145 NA
"BAG6_1" 4795.11029346013 0.0849810169183449 0.10048840867707 0.845679795681114 0.397731397270188 0.883598535402801
"BAG6_5" 4156.00346295831 0.079096383015914 0.0824978910421643 0.958768545676982 0.33767535829372 0.848476431808543
"BAG6_6" 4568.05737922991 0.221504560615532 0.105911249761523 2.09141673914987 0.0364907229421484 0.287037571872706
"BAGE2" 15.7055853067159 1.18891047270781 1.05222889059054 1.12989719569528 0.258519545759523 0.784656575731063
"BAGE5" 1.17123549746998 3.735475773427 4.282367217425 0.872292258876656 0.383048959630512 NA
"BAHCC1" 15.6057085688122 0.864959362192203 4.57784029401731 0.188944853170741 0.850136038918992 0.991647593259926
"BAHCC1_1" 261.562166153084 0.0585241313930471 0.225930760414409 0.259035694323785 0.795607700059988 0.990390520497248
"BAHD1" 1447.73220220814 0.147842758462029 0.108195473332827 1.36644125588545 0.1718005071667 0.655693076169044
"BAIAP2" 1300.9990033029 0.167374374889402 0.105712210576707 1.58330219353374 0.113352603208542 0.536068267249447
"BAIAP2-DT" 218.566244971543 -0.0524433073383962 0.230373977769544 -0.227644232417857 0.819922830128413 0.991362019186515
"BAIAP2L1" 2214.96690758592 0.0764429855439099 0.0796573555675339 0.959647542895158 0.337232632615555 0.848126523965737
"BAIAP2L2" 4.89764855109892 0.0634003459273992 1.46568178370675 0.0432565558446513 0.965497022197413 NA
"BAIAP3" 18.0537346995448 -0.185403611007373 0.776732218323323 -0.23869694939086 0.811340582423868 0.991105008386124
"BAK1" 1433.4081473401 0.328391202324428 0.0973215379038288 3.37429113223568 0.000740060536504979 0.0154731921046966
"BAMBI" 1290.7825615962 0.237431721205402 0.0999668939949604 2.37510351394304 0.0175440293500169 0.177917639376891
"BANCR" 0.954883367109522 -1.51446116853471 3.3853961805616 -0.44735123683027 0.654621478119672 NA
"BANF1" 11726.9138621729 0.104850411398147 0.0730654228554127 1.43502093467156 0.151281132127806 0.616425159801983
"BANK1" 135.027522641034 -0.142479196128821 0.292882147241191 -0.486472792797056 0.626631990884349 0.961549120881234
"BANP" 730.747122937016 -0.307613874089242 0.128289165026735 -2.39781647986514 0.0164931262872047 0.171676027339713
"BAP1" 5522.9139930962 0.0767271111509302 0.0586233835515454 1.30881410288212 0.190597328592918 0.685699414390642
"BARD1" 1430.65620940823 0.028335524159679 0.101598281761626 0.278897670987794 0.780323355937473 0.98846416060298
"BARHL1" 0.28514707102464 1.65094625022856 4.9809796702113 0.331450108118695 0.740304520970826 NA
"BARX1" 29.7111167470923 0.654336817931758 0.626533281818058 1.04437679038058 0.29631109747416 0.820237009901605
"BARX1-DT" 0.753641270012632 3.09469909729313 4.19477336453935 0.73775120330797 0.46066565080027 NA
"BASP1" 48991.5799352553 0.176731982422138 0.0542361694722641 3.25856313493004 0.00111977957125301 0.0218736314833539
"BASP1-AS1" 124.996798087934 0.0118841129094383 0.301360201492495 0.0394349116126876 0.96854364610574 0.996816841772487
"BASP1P1" 5.00469998484083 -0.167322518073717 1.48112811665761 -0.112969645361473 0.910054620616339 NA
"BATF2" 0.480067428895073 -2.33612373655901 4.89237766145885 -0.477502739611153 0.633004170472487 NA
"BATF3" 261.013846584458 0.213302413938141 0.222854438874426 0.957137829587197 0.338497691768281 0.849167672337513
"BAX" 2227.12582355272 0.111985145310541 0.0821539288042468 1.36311369328879 0.172846681847751 0.657175740765826
"BAZ1A" 4154.44971277899 0.301358567965094 0.0670138780003334 4.49695759979142 6.89327279025843e-06 0.000252218062566293
"BAZ1A-AS1" 96.0495159852572 0.0116992396268268 0.343294504714487 0.0340793093573022 0.972813907641039 0.997255261080844
"BAZ1B" 18824.2889471672 -0.00053726378355871 0.045166461400157 -0.0118951931788228 0.990509232832376 0.998079449614237
"BAZ2A" 6313.89486607083 -0.0487892528431332 0.0627058681752842 -0.778065183736084 0.43653058656224 0.899414733261131
"BAZ2B" 730.636250760375 0.0159652926547795 0.129109972853544 0.123656541024059 0.901587222716916 0.995544892111965
"BAZ2B-AS1" 36.4222937357089 -0.671484217119405 0.560710555883642 -1.19755943610013 0.231088575776291 0.751430906037518
"BBC3" 262.478579949332 0.420608663912034 0.208912133612768 2.01332807548488 0.0440801266515678 0.322081681838743
"BBIP1" 675.95995600338 -0.0527192304429651 0.148310632145059 -0.355464943277981 0.72224130348457 0.977894626820762
"BBLN" 756.118048299528 0.524998062865424 0.136486885734343 3.84650920885745 0.000119812629662219 0.00330665741777772
"BBOF1" 138.987553469062 0.36470716620439 0.291604227019442 1.25069231654201 0.211046754786077 0.720391086200575
"BBOX1" 0.481137677440906 -2.33904432397806 4.8921623602591 -0.478120747377276 0.632564265985691 NA
"BBOX1-AS1" 5.21226382116418 -1.1797860235401 1.48935790394112 -0.7921440645114 0.428276679257765 NA
"BBS1" 834.250598268067 0.0364069288708894 0.145390593189098 0.250407733212408 0.802272049846086 0.990437437859283
"BBS10" 409.273524453404 0.132566276660692 0.179464906467711 0.738675205475583 0.460104245176581 0.908777621160041
"BBS12" 164.316108348902 0.207402576806973 0.29128732496118 0.712020603143697 0.476452017836689 0.916154098912331
"BBS2" 936.430072592361 0.0430604983186943 0.120301485104111 0.357938210666552 0.720389554622763 0.977894626820762
"BBS4" 926.670015190474 -0.0303568903456825 0.119049936427573 -0.254992915213785 0.798728571245291 0.990390520497248
"BBS5" 69.4996616629965 -0.593384961277751 0.406787045260219 -1.45871154991715 0.144644515808978 0.60519122931758
"BBS7" 864.224225425043 -0.0690763916918952 0.121011447860314 -0.57082526416535 0.568118095498613 0.94875913495718
"BBS7-DT" 4.79349003065561 1.2153267746637 1.57856434864464 0.769893717482714 0.441362940939352 NA
"BBS9" 374.301929955243 -0.0599770293645695 0.182231557812934 -0.329125372599502 0.74206092706326 0.981104169512563
"BBX" 4434.1217663131 -0.0302805657823431 0.0635038984427934 -0.476830029728346 0.633483160084158 0.9632633742358
"BCAM" 2311.40113922818 0.110909539271006 0.106172400359999 1.04461742312451 0.296199823718571 0.820135097817973
"BCAN" 504.168518530925 0.137517397770364 0.1522317918642 0.903342173709932 0.366344320048551 0.864562360629218
"BCAN-AS2" 52.6974387957399 0.0509068930043966 0.651636832937567 0.0781215708371016 0.937731348582834 0.995544892111965
"BCAN-AS2_1" 170.635953326334 0.389619866265466 0.315083089032147 1.23656229048114 0.216249626888919 0.728674779209118
"BCAN_1" 4.20605333567973 5.56962262408643 2.24721452330654 2.47845613595061 0.0131952334639117 NA
"BCAP29" 587.751440497581 -0.214886756620121 0.15512237060786 -1.38527251600185 0.165969154351686 0.643847006610488
"BCAP29_1" 968.11804472258 0.134025274671259 0.137717353783844 0.973190894167336 0.330458435616861 0.84602789791706
"BCAP31" 6464.51013588236 0.0415026274772186 0.0550143763446757 0.75439603672314 0.450611450688527 0.903668635434938
"BCAR1" 1240.31116195639 0.793945488777235 0.160307415887638 4.95264354665739 7.32120117590464e-07 3.15281877610824e-05
"BCAR1_1" 3174.80711463496 0.104249949080364 0.112601254890848 0.925832924166078 0.354532814037444 0.859454999149154
"BCAR3" 3973.4821156082 0.894550275955399 0.066332114846929 13.4859302770567 1.89263111605705e-41 4.51404204087729e-39
"BCAR3-AS1" 32.4053714687925 0.671320556273543 0.822335754367734 0.816358224372354 0.414295282435573 0.892332582234655
"BCAS1" 1.48638589180815 -2.15629861589905 2.89266551142841 -0.745436555792539 0.45600785169665 NA
"BCAS2" 2107.38357606775 0.00919591685682027 0.0874268405083371 0.105184137998712 0.916229696940771 0.995544892111965
"BCAS3" 348.402532853563 0.0984597636260609 0.187023760928384 0.526455906657569 0.598571480418016 0.956224290580209
"BCAS3-AS1" 23.3613674100385 0.215608867045679 0.683263132458179 0.315557589460421 0.752338332662933 0.984478928766342
"BCAS4" 299.917706817205 0.0970420073300768 0.216593234112837 0.448038036495275 0.654125745836641 0.968505156638418
"BCAT1" 4733.23583296276 0.0233777156552755 0.0688921735558743 0.339337757086664 0.734355302176096 0.980059298388971
"BCAT2" 1457.0605724912 0.192951797169488 0.112117133934791 1.72098403159068 0.0852537215819802 0.462385358574474
"BCCIP" 5232.8651845228 -0.00547738354711443 0.0617321293929662 -0.0887282457445657 0.929297884203905 0.995544892111965
"BCDIN3D" 204.572704654546 -0.234721079941028 0.2538798482805 -0.924536080869623 0.35520727500983 0.859921537103968
"BCDIN3D-AS1" 56.648874494245 0.0275312170418584 0.500173732394718 0.0550433084721287 0.956103960899369 0.996270432534758
"BCKDHA" 1408.81124953038 0.135004876078708 0.112450926600952 1.20056703985901 0.229919192896692 0.750002501378459
"BCKDHB" 1289.0141526754 -0.215792885230438 0.102956474492564 -2.0959622626358 0.0360855387028192 0.28535946128344
"BCKDK" 3282.01908086005 0.107028227785407 0.0878630622257925 1.21812539961745 0.223176323067878 0.73967119323183
"BCL10" 902.130130942791 0.270597866229813 0.127672680448532 2.11946569367202 0.0340511300582711 0.275590189189669
"BCL10-AS1" 26.9820240074291 1.26030285553763 0.719933514186542 1.75058228392333 0.0800178891167806 0.447088817916818
"BCL11A" 2.90397684295213 -0.443005217648399 1.88817736053313 -0.234620553613309 0.814503255314618 NA
"BCL2" 369.267008806434 0.00237488003350703 0.180938257676189 0.0131253614575927 0.989527777422782 0.997895658612033
"BCL2A1" 9.45839655431033 3.60634692392414 1.54607824546506 2.33257723824925 0.0196703447348531 0.191682668207585
"BCL2L1" 3446.88032697844 0.0380766374447149 0.0778088702058253 0.489361140240078 0.624586042542305 0.960867804667642
"BCL2L1-AS1" 7.34738004633472 -0.709765437538867 1.22496711988353 -0.579415909225672 0.562308571890348 NA
"BCL2L10" 0.759963009239089 1.10878518747198 3.70157756868995 0.299543955758409 0.764525038841122 NA
"BCL2L11" 700.70797241828 0.0562695078981442 0.14216678542729 0.395799255986713 0.692253125733947 0.973107459092226
"BCL2L12" 1356.18778306811 0.062014019377318 0.0974954650082323 0.636070809776451 0.524730270265233 0.935283040824809
"BCL2L13" 2413.65838493196 0.048183699299266 0.0783875193657323 0.614685854191347 0.538762203542021 0.938975569446116
"BCL2L14" 0.474815938214449 0.0637035118992908 4.99015811787682 0.012765830339339 0.989814617713052 NA
"BCL2L14_1" 0.474815938214449 0.0637035118992908 4.99015811787682 0.012765830339339 0.989814617713052 NA
"BCL2L15" 14.5747473481357 -0.157022293785307 0.860019753253144 -0.182579868882486 0.855127681118517 0.992920523592297
"BCL2L2" 1379.06586534586 0.0623242284734401 0.0990773760317063 0.629046014031451 0.529318932277792 0.935915900688489
"BCL2L2-PABPN1" 562.092699357458 -0.0961385992685231 0.189805447089016 -0.506511276377835 0.612497775593181 0.957007222734612
"BCL3" 2695.1675724899 0.337514512786841 0.0991151396364973 3.40527707497228 0.000660969538843555 0.0140630732609236
"BCL6" 986.870919464523 0.293556823489997 0.127348716478159 2.30514159552086 0.0211586445688695 0.201450175988437
"BCL6-AS1" 2.9931333075605 0.578945325950952 1.87919928009088 0.308080857674101 0.758020806655933 NA
"BCL6B" 3.2394887612345 -0.112869457580596 1.77351996803542 -0.0636414924076806 0.949255692524879 NA
"BCL7A" 102.549263841957 0.0882995278974941 0.384390698138259 0.229712967366692 0.818314817841302 0.991105008386124
"BCL7A_1" 11.7627222564751 -6.95081181576937 3.54149327518239 -1.96267824775451 0.0496835722047294 0.344769012723839
"BCL7B" 4231.59045158916 0.229004393883431 0.0858511677139568 2.66745811363264 0.00764274152204896 0.0986733471531949
"BCL7C" 1221.02284700037 0.157273011807615 0.114091401201312 1.37848260387397 0.16805433522103 0.647773683586409
"BCL9" 1633.38399930098 -0.332059954485129 0.101198258675356 -3.2812813069282 0.0010333662528328 0.0205810336479143
"BCL9L" 9408.7239867597 0.273947751039981 0.0727756212454359 3.76427911368962 0.000167030237559575 0.00433135189183011
"BCLAF1" 14498.3908886536 -0.0660679243299323 0.0453162951457842 -1.45792863510553 0.144860214788563 0.605247143300226
"BCLAF3" 287.149824926509 -0.144727814415903 0.222207798855194 -0.651317438728679 0.514841593531362 0.932694880287904
"BCO2" 17.1632477390307 -0.508503934739084 0.832224047116781 -0.611018074400497 0.541187614675668 0.939813662349934
"BCOR" 5369.52923921206 0.183466934927812 0.0682142849731173 2.68956766167256 0.00715446416975809 0.0942886281898056
"BCORL1" 647.089476340911 -0.0343594591502861 0.143336703767035 -0.239711520129071 0.810553903525536 0.991105008386124
"BCR" 5102.18336252541 0.171105756164296 0.0684514477966496 2.4996659920562 0.0124310447246079 0.139220494512869
"BCRP2" 7.01262054425929 -0.287917629836854 1.23611888193164 -0.232920663251204 0.815823012726661 NA
"BCRP3" 10.9430600821347 -0.146144726792129 1.08391870001308 -0.134829970910517 0.89274630883997 0.995544892111965
"BCS1L" 1892.1814689422 -0.0366745847522482 0.086447862529131 -0.42423934703868 0.671391267965879 0.970756351519493
"BCYRN1" 1128.6773819994 0.308441908877102 0.123260680107919 2.50235442970988 0.0123370348619705 0.138408348721492
"BDH1" 479.394111806133 -0.529576658277478 0.161119900426847 -3.2868482221904 0.00101315424327671 0.0202830329801686
"BDH1_1" 131.029676792099 -0.301455566420679 0.293696266283176 -1.02641947150265 0.304693903775609 0.828155469439032
"BDH2" 300.922498685353 -0.247041481522225 0.206653327768456 -1.19543916466238 0.231915491543532 0.752624791051485
"BDKRB1" 325.699690585651 0.76610312105288 0.200950123599207 3.81240432865254 0.000137621505351279 0.00370293852629716
"BDKRB2" 107.470096517261 1.49730857311133 0.332087698238395 4.50877458290087 6.52031413080443e-06 0.00023993514036764
"BDNF" 2423.10225147423 -0.426633341774525 0.0849574388689299 -5.02173026228726 5.12080649423527e-07 2.3006711781891e-05
"BDNF-AS" 89.9198572114504 -0.366768190531522 0.388840298431977 -0.943236058635224 0.345560173355339 0.852997148526582
"BDP1" 1610.77922285093 -0.332028550849007 0.422745571341142 -0.785409885656901 0.43221328653624 0.897575520440702
"BDP1_2" 1610.77922285093 -0.332028550849007 0.422745571341142 -0.785409885656901 0.43221328653624 0.897575520440702
"BDP1_3" 3241.23776741179 0.112087228311295 0.372895341053083 0.300586293180154 0.763729984824449 0.986877039935876
"BEAN1" 0.28514707102464 1.65094625022856 4.9809796702113 0.331450108118695 0.740304520970826 NA
"BECN1" 2221.81782064308 0.0505623551862142 0.0835745478847053 0.60499705312157 0.545180954737808 0.941350195761929
"BEGAIN" 2876.51737202202 -0.121693602028027 0.0852883449553574 -1.42684914441388 0.153623382182256 0.62140915418321
"BEND2" 0.714314528389069 -0.93251731583603 4.3929068298323 -0.212277963535054 0.831890186222815 NA
"BEND3" 905.404726718035 -0.030399814758927 0.121535861387379 -0.250130409345038 0.802486500006679 0.990437437859283
"BEND3P3" 327.477246087776 -0.385520200612589 0.189862984744826 -2.03051796078485 0.0423039173816565 0.314697489370898
"BEND5" 0.240033714447536 -1.33713917079919 4.99740522803682 -0.267566689068454 0.789032874556612 NA
"BEND6" 868.171150807724 -0.141688449156854 0.131139995463543 -1.08043658729761 0.279947810632678 0.804928077632491
"BEND7" 1.51885576993234 1.1111733731782 2.78161433384137 0.399470681344844 0.689546422547367 NA
"BEST1" 892.938322494367 -0.876724144809603 0.159782095946236 -5.48699865036571 4.08820255650856e-08 2.1345941943024e-06
"BEST2" 0.525715909745093 0.207046731276345 4.97312396576782 0.0416331329565758 0.96679115985185 NA
"BEST3" 16.9975865136469 -0.128767320262691 0.804068427523631 -0.160144728800344 0.872767067346617 0.995544892111965
"BEST4" 6.76465971776655 0.0113911131744083 1.26255947343164 0.00902223888388186 0.992801392552869 NA
"BET1" 1133.12567912752 -0.107214881807928 0.111737959037016 -0.959520674370028 0.337296509601016 0.848126523965737
"BET1-AS1" 30.6175584721018 0.444193640154695 0.610662140820923 0.727396723100532 0.466982961327171 0.911335500074113
"BET1L" 1658.19411522676 0.170917569297823 0.0891749128282492 1.91665529998342 0.0552817375733307 0.366185053818596
"BETALINC1" 1.18966559087643 -0.590199642474951 3.06863608828839 -0.192332888454085 0.847481458022332 NA
"BEX2" 6.22951107520604 0.440091282587625 1.33865758488629 0.328755678491903 0.742340365955168 NA
"BEX3" 3854.94476523561 0.0331212501518033 0.0718294668985405 0.461109508143604 0.644720040454922 0.966507118903088
"BFAR" 1801.20340578083 0.0762318423888507 0.0893421483860887 0.853257323289538 0.393516620884873 0.880893567727966
"BFAR_1" 1801.20340578083 0.0762318423888507 0.0893421483860887 0.853257323289538 0.393516620884873 0.880893567727966
"BFSP1" 122.948799707762 -0.272619972348027 0.303403014481117 -0.898540750540214 0.368897330099189 0.866051826209226
"BFSP2" 0.234247099493996 1.50751527634411 4.99035799891951 0.302085597199741 0.762586811629748 NA
"BFSP2-AS1" 0.468494198987992 2.41974649039733 4.90257519476935 0.493566420557711 0.621612420600341 NA
"BGLAP" 13.2345319022159 -1.27590681060867 1.11706566204766 -1.14219499708714 0.253372975057652 0.779457513953407
"BGN" 5520.7097201363 0.155496670254 0.0821738657469406 1.89228861074713 0.0584525375790986 0.376181419717664
"BHLHA15" 220.142331465969 -0.0243545444181903 0.226844688528777 -0.107362198234149 0.914501642561749 0.995544892111965
"BHLHE40" 5990.06831828598 -0.84850867454205 0.0801235969630152 -10.5899972879864 3.31601460450092e-26 5.6692111632171e-24
"BHLHE40-AS1" 32.8049723121445 -0.112154006830052 0.588168459514705 -0.190683476843674 0.848773584728976 0.991588741497237
"BHLHE41" 124.689937190674 1.70155224929202 0.314765293147571 5.40578102584608 6.4526590892821e-08 3.28049791962739e-06
"BHMT" 0.234247099493996 1.50751527634411 4.99035799891951 0.302085597199741 0.762586811629748 NA
"BHMT2" 13.6743007559133 0.776026166286375 0.933693524349673 0.831135855661936 0.405896886163363 0.888047709360548
"BICC1" 2229.17912963913 -0.0964213578326229 0.0897625733697247 -1.07418219212 0.282741032144748 0.807898181593021
"BICD1" 1840.04384252476 -0.149310455281399 0.0864471542143711 -1.72718762853824 0.0841339719558691 0.459322901302951
"BICD1-AS1" 2.23531079541308 0.406193419194788 2.41760743019882 0.168014630547932 0.866571769184002 NA
"BICD2" 5073.81148016077 0.0745332755805313 0.0647173981155488 1.15167293109431 0.249455499602158 0.774674728707161
"BICDL1" 42.3596915618855 -0.192108759262977 0.523358644542687 -0.367069047709802 0.713567514534094 0.976197107084096
"BICDL2" 5.73562194188359 -1.92278976652183 1.6790204350975 -1.14518544642381 0.252132345750811 NA
"BICDL3P" 0.759963009239089 1.10878518747198 3.70157756868995 0.299543955758409 0.764525038841122 NA
"BICRA" 1033.34800923512 -0.165977798169896 0.13273116447292 -1.25048099162694 0.211123894788921 0.720417828845517
"BICRA-AS2" 12.5550354785198 0.57079370603272 1.01897333099464 0.560165500578466 0.575366556378986 0.950093390292925
"BICRAL" 1035.45818476624 -0.216044082965328 0.111675546537418 -1.93456929170201 0.0530431713849223 0.358108348114534
"BID" 1194.09478033144 0.548693676365639 0.11516804636871 4.76428743619561 1.89522184809558e-06 7.72442845640474e-05
"BIK" 2.51253075439251 1.31603901788969 2.2853740368466 0.57585279112805 0.564714687351513 NA
"BIN1" 4246.88418132582 0.120773568262641 0.0689230109150358 1.75229675342425 0.0797227940131335 0.446042157518093
"BIN3" 732.916503201117 0.27218290515381 0.131432537456876 2.07089439510452 0.0383686660795344 0.296301554054588
"BIN3-IT1" 12.2693540715786 -0.265275615104066 1.1044270305171 -0.240192975881677 0.810180658753504 0.991105008386124
"BIRC2" 1998.347962947 0.966005590784461 0.09347700404478 10.3341522404986 4.93758568795518e-25 8.01590066433664e-23
"BIRC3" 3231.50961118903 1.13123659743196 0.0765457700366772 14.7785644705112 2.01413364234447e-49 5.89561330855347e-47
"BIRC5" 6601.98609235435 0.0243615403451922 0.0725730820670996 0.335682868238502 0.737110026105385 0.980083874202224
"BIRC6" 6241.88951922681 -0.0511173936378422 0.0814735331920878 -0.627411033191899 0.530389837321658 0.935915900688489
"BIRC6-AS2" 1.00631846291308 -1.40722925101753 3.33815039036808 -0.421559572354189 0.673346520078888 NA
